nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
LET'S RENT A CAR S/A,13851.901232/2009-54,2009,RECURSO VOLUNTARIO,1002-001.109,05/03/2020,THIAGO DAYAN DA LUZ BARROS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em declarar a nulidade do acórdão recorrido e em dar provimento parcial ao recurso, reconhecendo a possibilidade de análise pela DRJ/RPO da legitimidade da compensação de pagamento indevido ou a maior de estimativas mensais efetuada por meio do PERD/COMP, vencido o conselheiro Thiago Dayan da Luz Barros (relator) que dava provimento parcial para reapreciação da compensação pela DRJ. Designado para redigir o voto vencedor o conselheiro Aílton Neves da Silva.
(documento assinado digitalmente)
Aílton Neves da Silva  Presidente e Redator designado
(documento assinado digitalmente)
Thiago Dayan da Luz Barros - Relator

Participaram do presente julgamento os Conselheiros: Aílton Neves da Silva, Rafael Zedral, Marcelo José Luz de Macedo e Thiago Dayan da Luz Barroa","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2004
CERCEAMENTO DO DIREITO DE DEFESA. NULIDADE DO ACÓRDÃO RECORRIDO.
É nula a decisão da Delegacia da Receita Federal do Brasil de Julgamento que deixa de analisar direito creditório fundada em dispositivo normativo revogado ao tempo da emissão do Acórdão recorrido e em argumento já superado pelo Conselho Administrativo de Recursos Fiscais constante de precedentes e de verbete sumular.

ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 2004
HOMOLOGAÇÃO DE PER/DCOMP. CRÉDITO DECORRENTE DE PAGAMENTO A MAIOR OU INDEVIDO A TÍTULO DE ESTIMATIVA MENSAL. POSSIBILIDADE.
O crédito informado no PER/DCOMP a título de estimativa mensal de pessoa jurídica tributada pelo lucro real pode ser objeto de compensação, não restringindo-se apenas à dedução do Imposto de Renda da Pessoa Jurídica (IRPJ) ou da Contribuição Social sobre o Lucro Liquido (CSLL) devida ao final do período de apuração ou para compor o saldo negativo de IRPJ ou CSLL do período.
Exegese da Súmula CARF n.º 84."
LET'S RENT A CAR S/A,13851.900901/2009-71,2009,RECURSO VOLUNTARIO,1002-001.108,05/03/2020,THIAGO DAYAN DA LUZ BARROS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em declarar a nulidade do acórdão recorrido e em dar provimento parcial ao recurso, reconhecendo a possibilidade de análise pela DRJ/RPO da legitimidade da compensação de pagamento indevido ou a maior de estimativas mensais efetuada por meio do PERD/COMP, vencido o conselheiro Thiago Dayan da Luz Barros (relator) que dava provimento parcial para reapreciação da compensação pela DRJ. Designado para redigir o voto vencedor o conselheiro Aílton Neves da Silva.
(documento assinado digitalmente)
Aílton Neves da Silva  Presidente e Redator designado
(documento assinado digitalmente)
Thiago Dayan da Luz Barros  Relator

Participaram do presente julgamento os Conselheiros: Aílton Neves da Silva, Rafael Zedral, Marcelo José Luz de Macedo e Thiago Dayan da Luz Barros","ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2004
CERCEAMENTO DO DIREITO DE DEFESA. NULIDADE DO ACÓRDÃO RECORRIDO.
É nula a decisão da Delegacia da Receita Federal do Brasil de Julgamento que deixa de analisar direito creditório fundada em dispositivo normativo revogado ao tempo da emissão do Acórdão recorrido e em argumento já superado pelo Conselho Administrativo de Recursos Fiscais constante de precedentes e de verbete sumular.

ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 2004
HOMOLOGAÇÃO DE PER/DCOMP. CRÉDITO DECORRENTE DE RECOLHIMENTO INDEVIDO OU A MAIOR A TÍTULO DE ESTIMATIVA MENSAL. POSSIBLIDADE.
O crédito informado no PER/DCOMP a título de estimativa mensal de pessoa jurídica tributada pelo lucro real pode ser objeto de compensação, não restringindo-se apenas à dedução do Imposto de Renda da Pessoa Jurídica (IRPJ) ou da Contribuição Social sobre o Lucro Liquido (CSLL) devida ao final do período de apuração ou para compor o saldo negativo de IRPJ ou CSLL do período.
Exegese da Súmula CARF n.º 84."
SCOE SERVICOS CONTABEIS E ORIENTACAO ECONOMICA SOCIEDADE SIMPLES PURA,13656.901446/2009-37,2009,RECURSO VOLUNTARIO,1002-001.124,05/03/2020,THIAGO DAYAN DA LUZ BARROS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao Recurso Voluntário, vencido o conselheiro Thiago Dayan da Luz Barros (relator), que lhe dava provimento. Designado para redigir o voto vencedor o conselheiro Aílton Neves da Silva.
(documento assinado digitalmente)
Aílton Neves da Silva - Presidente e Redator designado
(documento assinado digitalmente)
Thiago Dayan da Luz Barros - Relator
Participaram do presente julgamento os Conselheiros: Aílton Neves da Silva (Presidente), Rafael Zedral, Thiago Dayan da Luz Barros e Marcelo José Luz de Macedo.","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2004
NÃO HOMOLOGAÇÃO DE PER/DCOMP. CRÉDITO DESPIDO DOS ATRIBUTOS LEGAIS DE LIQUIDEZ E CERTEZA. CABIMENTO.
Correta a não homologação de declaração de compensação, quando comprovado que o crédito nela pleiteado não possui os requisitos legais de certeza e liquidez, visto que fora integralmente utilizado para a quitação de débito com características distintas.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2004
PER/DCOMP. AUSÊNCIA DE COMPROVAÇÃO DO DIREITO CREDITÓRIO. ÔNUS PROBANDI DO RECORRENTE.
Compete ao Recorrente o ônus de comprovar inequivocamente o direito creditório vindicado, utilizando-se de meios idôneos e na forma prescrita pela legislação.
Ausentes os elementos mínimos de comprovação do crédito, não cabe realização de auditoria pelo julgador do Recurso Voluntário neste momento processual, eis que implicaria o revolvimento do contexto fático-probatório dos autos."
SCOE SERVICOS CONTABEIS E ORIENTACAO ECONOMICA SOCIEDADE SIMPLES PURA,13656.901445/2009-92,2009,RECURSO VOLUNTARIO,1002-001.122,05/03/2020,THIAGO DAYAN DA LUZ BARROS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao Recurso Voluntário, vencido o conselheiro Thiago Dayan da Luz Barros (relator), que lhe dava provimento. Designado para redigir o voto vencedor o conselheiro Aílton Neves da Silva.
(documento assinado digitalmente)
Aílton Neves da Silva - Presidente e Redator designado
(documento assinado digitalmente)
Thiago Dayan da Luz Barros - Relator
Participaram do presente julgamento os Conselheiros: Aílton Neves da Silva (Presidente), Rafael Zedral, Thiago Dayan da Luz Barros e Marcelo José Luz de Macedo.","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2004
NÃO HOMOLOGAÇÃO DE PER/DCOMP. CRÉDITO DESPIDO DOS ATRIBUTOS LEGAIS DE LIQUIDEZ E CERTEZA. CABIMENTO.
Correta a não homologação de declaração de compensação, quando comprovado que o crédito nela pleiteado não possui os requisitos legais de certeza e liquidez, visto que fora integralmente utilizado para a quitação de débito com características distintas.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2004
PER/DCOMP. AUSÊNCIA DE COMPROVAÇÃO DE DÉBITO CREDITÓRIO. ÔNUS PROBANDI DE RECORRENTE.
Compete ao recorrente o ônus de comprovar inequivocadamente o direito creditório vindicado, utilizando-se de meios idôneos e na forma pescrita pela legislação.
Ausentes os elementos mínimos de comprovação do crédito, não cabe relização de auditoria pelo julgador do Recurso Voluntário neste momento processual, eis que implicaria o revolvimento do contexto fático-probatório dos autos."
SCOE SERVICOS CONTABEIS E ORIENTACAO ECONOMICA SOCIEDADE SIMPLES PURA,13656.901444/2009-48,2009,RECURSO VOLUNTARIO,1002-001.123,05/03/2020,THIAGO DAYAN DA LUZ BARROS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em negar provimento ao Recurso Voluntário, vencido o conselheiro Thiago Dayan da Luz Barros (relator), que lhe dava provimento. Designado para redigir o voto vencedor o conselheiro Aílton Neves da Silva.
(documento assinado digitalmente)
Aílton Neves da Silva  Presidente e redator designado.
(documento assinado digitalmente)
Thiago Dayan da Luz Barros - Relator

Participaram do presente julgamento os Conselheiros: Ailton Neves da Silva, Rafael Zedral, Marcelo José Luz de Macedo e Thiago Dayan da Luz Barros.","ASSUNTO: NORMAS DE ADMINISTRAÇÃO TRIBUTÁRIA
Ano-calendário: 2004
NÃO HOMOLOGAÇÃO DA PER/DCOMP. CRÉDITO DESPIDO DOS ATRIBUTOS LEGAIS DE LIQUIDEZ E CERTEZA. CABIMENTO.
Correta a não homologação de declaração de compensação, quando comprovado que o crédito nela pleiteado não possui os requisitos legais de certeza e liquidez, visto que fora integralmente utilizado para a quitação de débito com características distintas.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2004
PER/DCOMP. AUSÊNCIA DE COMPROVAÇÃO DO DIREITO CREDITÓRIO. ÔNUS PROBANDI DO RECORRENTE.
Compete ao Recorrente o ônus de comprovar inequivocamente o direito creditório vindicado, utilizando-se de meios idôneos e na forma prescrita pela legislação.
Ausentes os elementos mínimos de comprovação do crédito, não cabe realização de auditoria pelo julgador do Recurso Voluntário neste momento processual, eis que implicaria o revolvimento do contexto fático-probatório dos autos."
EMPREENDIMENTOS BARBO LTDA,19515.000782/2011-76,2011,RECURSO VOLUNTARIO,1001-001.716,02/04/2020,ANDREA MACHADO MILLAN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário.
(documento assinado digitalmente)
Sérgio Abelson - Presidente
(documento assinado digitalmente)
Andréa Machado Millan - Relator

Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2007
COMPENSAÇÃO DE PREJUÍZO FISCAL. EVENTO DE CISÃO. LIMITAÇÃO DE 30%.
É indevida a compensação de prejuízos fiscais sem observância do limite de 30% do lucro líquido ajustado, ainda que, em decorrência da extinção da pessoa jurídica por cisão total, haja saldo residual cujo montante não poderá ser aproveitado pela sucessora.

ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL)
Ano-calendário: 2007
COMPENSAÇÃO DE BASE DE CÁLCULO NEGATIVA DE CSLL. EVENTO DE CISÃO. LIMITAÇÃO DE 30%.
É indevida a compensação de base de cálculo negativa de CSLL sem observância do limite de 30% do lucro líquido ajustado, ainda que, em decorrência da extinção da pessoa jurídica por cisão total, haja saldo residual cujo montante não poderá ser aproveitado pela sucessora.

ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2007
INCONSTITUCIONALIDADE. APRECIAÇÃO. VEDAÇÃO.
Conforme Súmula CARF nº 2, o CARF não é competente para se pronunciar sobre a inconstitucionalidade de lei tributária.
JUROS SOBRE MULTA.
Conforme Súmula CARF nº 108, incidem juros moratórios, calculados à taxa SELIC, sobre o valor correspondente à multa de ofício."
BANCO MERCANTIL DE SAO PAULO S.A.,16327.903417/2008-49,2008,RECURSO VOLUNTARIO,1001-001.715,02/04/2020,ANDREA MACHADO MILLAN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao Recurso Voluntário.
(documento assinado digitalmente)
Sérgio Abelson - Presidente
(documento assinado digitalmente)
Andréa Machado Millan - Relator

Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2002
COMPENSAÇÃO DE SALDO NEGATIVO. COMPROVAÇÃO DO IRRF DEDUZIDO. SÚMULA CARF Nº 143.
A prova do imposto de renda retido na fonte deduzido pelo beneficiário na apuração do imposto de renda devido não se faz exclusivamente por meio do comprovante de retenção emitido em seu nome pela fonte pagadora dos rendimentos.

ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2002
PROVA. ESCRITURAÇÃO DESACOMPANHADA DE DOCUMENTOS HÁBEIS.
A escrituração contábil, para fazer prova a favor do contribuinte, deve estar lastreada em documentos hábeis."
AMBIENTAL LIMPEZA URBANA E SANEAMENTO LTDA,10920.911169/2010-49,2010,RECURSO VOLUNTARIO,1001-001.710,01/04/2020,ANDREA MACHADO MILLAN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, para reconhecer direito creditório no valor de R$ 3.850,59.
(documento assinado digitalmente)
Sérgio Abelson - Presidente
(documento assinado digitalmente)
Andréa Machado Millan - Relator

Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.","ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2005
COMPENSAÇÃO DE SALDO NEGATIVO. COMPROVAÇÃO DO IRRF DEDUZIDO. SÚMULA CARF Nº 143.
A prova do imposto de renda retido na fonte deduzido pelo beneficiário na apuração do imposto de renda devido não se faz exclusivamente por meio do comprovante de retenção emitido em seu nome pela fonte pagadora dos rendimentos.

ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
Ano-calendário: 2005
PROVA. ESCRITURAÇÃO DESACOMPANHADA DE DOCUMENTOS HÁBEIS.
A escrituração contábil, para fazer prova a favor do contribuinte, deve estar lastreada em documentos hábeis."
MOTO BRISA LTDA,13839.909057/2009-10,2009,RECURSO VOLUNTARIO,1001-001.714,01/04/2020,ANDREA MACHADO MILLAN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, para reconhecer direito creditório no valor de R$ 1.908,62.
(documento assinado digitalmente)
Sérgio Abelson - Presidente
(documento assinado digitalmente)
Andréa Machado Millan - Relator

Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.","ASSUNTO: IMPOSTO SOBRE A RENDA RETIDO NA FONTE (IRRF)
Ano-calendário: 2002
IRRF SOBRE APLICAÇÕES FINANCEIRAS. INFORME DE RENDIMENTOS.
O Informe de Rendimentos destinado à comprovação do IRRF sobre aplicações financeiras é aquele aprovado em IN própria, distinto daquele aprovado na IN SRF nº 129/1992, que se destina à prestação de serviços entre pessoas jurídicas.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2002
COMPENSAÇÃO DE SALDO NEGATIVO. COMPROVAÇÃO DO IRRF DEDUZIDO. SÚMULA CARF Nº 143.
A prova do imposto de renda retido na fonte deduzido pelo beneficiário na apuração do imposto de renda devido não se faz exclusivamente por meio do comprovante de retenção emitido em seu nome pela fonte pagadora dos rendimentos."
MOTO BRISA LTDA,13839.909055/2009-12,2009,RECURSO VOLUNTARIO,1001-001.713,01/04/2020,ANDREA MACHADO MILLAN,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, para reconhecer direito creditório no valor de R$ 8.078,35.
(documento assinado digitalmente)
Sérgio Abelson - Presidente
(documento assinado digitalmente)
Andréa Machado Millan - Relator

Participaram do presente julgamento os Conselheiros: Sérgio Abelson, Andréa Machado Millan, José Roberto Adelino da Silva e André Severo Chaves.","ASSUNTO: IMPOSTO SOBRE A RENDA RETIDO NA FONTE (IRRF)
Ano-calendário: 2000
IRRF SOBRE APLICAÇÕES FINANCEIRAS. INFORME DE RENDIMENTOS.
O Informe de Rendimentos destinado à comprovação do IRRF sobre aplicações financeiras é aquele aprovado em IN própria, distinto daquele aprovado na IN SRF nº 129/1992, que se destina à prestação de serviços entre pessoas jurídicas.

ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ)
Ano-calendário: 2000
COMPENSAÇÃO DE SALDO NEGATIVO. COMPROVAÇÃO DO IRRF DEDUZIDO. SÚMULA CARF Nº 143.
A prova do imposto de renda retido na fonte deduzido pelo beneficiário na apuração do imposto de renda devido não se faz exclusivamente por meio do comprovante de retenção emitido em seu nome pela fonte pagadora dos rendimentos."
CROWN EMBALAGENS METALICAS DA AMAZONIA S/A,13876.000095/2003-65,2003,RECURSO VOLUNTARIO,1401-004.262,10/03/2020,NELSO KICHEL,"Vistos, relatados e discutidos os presentes autos.

Acordam os membros do Colegiado, por unanimidade de votos, negar provimento ao recurso voluntário.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente

(assinado digitalmente)
Nelso Kichel- Relator.

Participaram da sessão de julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2002
DIFERENÇA DE SALDO NEGATIVO DO IRPJ NÃO DEFERIDA PELA INSTÂNCIA A QUO. LIQUIDEZ E CERTEZA NÃO COMPROVADA. CRÉDITO INDEFERIDO. COMPENSAÇÃO TRIBUTÁRIA, NESSA PARTE, NÃO HOMOLOGADA.
O reconhecimento de direito creditório, a título de saldo negativo de IRPJ, reclama a efetividade de quitação das antecipações calculadas por estimativa mensal, das retenções pela fonte pagadora e a oferta integral à tributação das receitas ou rendimentos que ensejaram as retenções, mediante juntada de cópia da escrituração contábil e fiscal com documentos de suporte dos fatos contábeis registrados, conforme art. 923 do RIR/99, atual art. 967 do RIR/2018.
O ônus probatório do fato constitutivo do alegado direito creditório contra a Fazenda Nacional é do contribuinte, ex vi do art. 373, I, da Lei nº 13.105/2015 (CPC/2015), de aplicação subsidiária ao processo administrativo fiscal, e arts. 15 e 16 do Decreto nº 70.235/72.
Já o momento da produção da prova, conforme estatuem os arts. 15 e 16 do Decreto nº 70.235/72, é por ocasião da apresentação das razões de defesa na instância a quo e admitida a complementação de provas, na instância recursal, quando da apresentação do recurso voluntário.
Não comprovada a formação do crédito pleiteado, bem assim a sua liquidez e certeza, indefere-se o alegado crédito e não se homologa a compensação tributária"
LITELA PARTICIPACOES S.A.,15374.900204/2010-51,2010,RECURSO VOLUNTARIO,1401-004.327,12/03/2020,NELSO KICHEL,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do Colegiado, por unanimidade de votos, dar provimento ao recurso voluntário para reconhecer o direito creditório relativo ao saldo negativo do IRPJ do ano-calendário 2004, no valor de R$3.397.606,37 e homologar a compensação objeto dos autos até o limite do valor reconhecido.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente

(assinado digitalmente)
Nelso Kichel - Relator.

Participaram da sessão de julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2004
COMPENSAÇÃO TRIBUTÁRIA. DIREITO CREDITÓRIO. SALDO NEGATIVO DO IMPOSTO. ÔNUS DA PROVA. CRÉDITO COMPROVADO.
O contribuinte que apurar crédito, inclusive os judiciais com trânsito em julgado, relativo atributo e/ou contribuição administrados pela Secretaria da Receita Federal do Brasil, passível de restituição ou de ressarcimento, po-derá utilizá-lo na compensação de débitos próprios relativos a quaisquer tri-butos e contribuições administrados por esse Órgão.
No processo de compensação tributária, o contribuinte é autor do pedido de aproveitamento de crédito contra a Fazenda Nacional, na declaração de compensação informada/entregue ao Fisco.
À luz do artigo 373, I, do CPC (Lei nº 13.105, de 2015), de aplicação subsidiária no processo administrativo tributário federal, compete ao autor do pedido de crédito o ônus da prova do fato constitutivo do seu direito de crédito alegado, mediante apresentação de elementos de prova hábeis e idôneos da existência do crédito contra a Fazenda Nacional para que seja aferida a liquidez e certeza, nos termos do art. 170 do Código Tributário Nacional.
O momento para a produção ou apresentação das provas está previsto nos arts. 15 e 16, §§ 4º e 5º, do Decreto nº 70.235/72 e alterações posteriores.
A compensação tributária apresentada, informada à Receita Federal do Brasil extingue o débito tributário na data da transmissão da DCOMP, sob condição resolutória, pois dependente de ulterior verificação, conforme legislação de regência.
Os requisitos de certeza e liquidez do crédito utilizado na DCOMP devem estar preenchidos ou atendidos, por conseguinte, na data de transmissão da declaração de compensação tributária.
Restando demonstrado o direito creditório pleiteado na DCOMP, a titulo de saldo negativo do imposto, defere-se o crédito e homologa-se a compensação tributária até o limite do crédito deferido."
VOTORANTIM CIMENTOS S.A.,10880.968417/2016-32,2016,RECURSO VOLUNTARIO,1401-004.305,11/03/2020,NELSO KICHEL,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do Colegiado, por unanimidade de votos, dar provimento parcial ao recurso voluntário para reconhecer o crédito adicional de R$5.702.925,47, relativo às parcelas objeto de discussão em outros processos de compensação, homologando as compensações realizadas até o limite do crédito indicado.

(assinado digitalmente)
Luiz Augusto de Souza Gonçalves - Presidente

(assinado digitalmente)
Nelso Kichel - Relator.

Participaram da sessão de julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Nelso Kichel, Letícia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2012
POSSIBILIDADE DE UTILIZAÇÃO DE ESTIMATIVA MENSAL, OBJETO DE COMPENSAÇÃO ATÉ 30.05.2018, PARA FORMAÇÃO DE SALDO NEGATIVO. PARECER NORMATIVO COSIT Nº 2, DE 2018.
Os valores apurados mensalmente por estimativa podiam ser quitados por DCOMP até 30 de maio de 2018, quando entrou em vigor o art. 6º da Lei nº 13.670, de 2018, que passou a vedar a compensação de débitos tributários concernentes a estimativas.
Se o valor da estimativa mensal objeto de DCOMP não homologada integrar saldo negativo de IRPJ ou saldo negativo da CSLL, o direito creditório formado - decorrente dessa estimativa - deve ser deferido, pois em 31 de dezembro o débito tributário referente à estimativa restou constituído pela confissão e será objeto de cobrança.
IRPJ - DEPÓSITO JUDICIAL. MONTANTE INTEGRAL. EXIGIBILIDADE SUSPENSA. INDEDUTIBILIDADE. FORMAÇÃO DE SALDO NEGATIVO. IMPOSSIBILIDADE.
Os tributos e contribuições que estiverem com exigibilidade suspensa, nos termos do art. 151, inciso II do CTN, constituem provisões e não despesas incorridas, restando vedada sua dedução, conforme regra do art. 13, inciso I, da Lei nº 9.249/95.
SALDO NEGATIVO DO IMPOSTO FORMADO COM APROVEITAMENTO DE IMPOSTO PAGO NO EXTERIOR. IMPOSSIBILIDADE.
Os lucros, rendimentos e ganhos de capital auferidos no exterior serão computados na determinação do lucro real das pessoas jurídicas correspondente ao balanço levantado em 31 de dezembro de cada ano.
A pessoa jurídica poderá compensar, abater, o imposto de renda pago, no exterior, sobre os lucros, rendimentos e ganhos de capital auferidos no exterior computados no lucro real no País, até o limite do imposto de renda incidente, no Brasil, sobre os referidos lucros, rendimentos ou ganhos de capital auferidos no exterior.
Jamais será possível formar saldo negativo do IRPJ, ajuste anual, a partir do imposto de renda pago no exterior, pois o imposto pago no exterior só pode ser aproveitado, abatido, até o limite do IRPJ devido no Brasil acerca lucros, rendimentos e ganhos de capital auferidos no exterior oferecidos à tributação no País.
COMPENSAÇÃO TRIBUTÁRIA. DIREITO CREDITÓRIO. DIFERENÇA DE SALDO NEGATIVO DO IMPOSTO. ÔNUS DA PROVA. CRÉDITO ADICIONAL.
O contribuinte que apurar crédito, inclusive os judiciais com trânsito em julgado, relativo atributo e/ou contribuição administrados pela Secretaria da Receita Federal do Brasil, passível de restituição ou de ressarcimento, po-derá utilizá-lo na compensação de débitos próprios relativos a quaisquer tri-butos e contribuições administrados por esse Órgão.
No processo de compensação tributária, o contribuinte é autor do pedido de aproveitamento de crédito contra a Fazenda Nacional, na declaração de compensação informada/entregue ao Fisco.
À luz do artigo 373, I, do CPC (Lei nº 13.105, de 2015), de aplicação subsidiária no processo administrativo tributário federal, compete ao autor do pedido de crédito o ônus da prova do fato constitutivo do seu direito de crédito alegado, mediante apresentação de elementos de prova hábeis e idôneos da existência do crédito contra a Fazenda Nacional para que seja aferida a liquidez e certeza, nos termos do art. 170 do Código Tributário Nacional.
O momento para a produção ou apresentação das provas está previsto nos arts. 15 e 16, §§ 4º e 5º, do Decreto nº 70.235/72 e alterações posteriores.
A compensação tributária apresentada, informada à Receita Federal do Brasil extingue o débito tributário na data da transmissão da DCOMP, sob condição resolutória, pois dependente de ulterior verificação, conforme legislação de regência.
Os requisitos de certeza e liquidez do crédito utilizado na DCOMP devem estar preenchidos ou atendidos, por conseguinte, na data de transmissão da declaração de compensação tributária.
Restando demonstrada, em parte, diferença de direito creditório pleiteado na DCOMP, a titulo de saldo negativo do imposto ainda não deferida pela decisões anteriores nos autos, defere-se, em parte, o crédito adicional comprovado utilizado e homologa-se a compensação tributária, em parte, até o limite do crédito deferido."
