nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
TARGA TRANSPORTES RIBEIRAO PRETO LIMITADA - EPP,15956.000422/2010-43,2010,RECURSO VOLUNTARIO,1401-001.462,10/12/2015,FERNANDO LUIZ GOMES DE MATTOS,"Acordam os membros do colegiado, por unanimidade, não conhecer em parte do recurso (responsabilidade tributária) e, na parte conhecida, por maioria de votos, negar provimento ao recurso. Vencidos os Conselheiros Guilherme Adolfo dos Santos Mendes e Luciana Yoshihara Arcangelo Zanin que davam provimento para desqualificar a multa.","IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA - IRPJ
Ano-calendário: 2006
DEPÓSITO BANCÁRIO. OMISSÃO DE RECEITA.
Evidencia omissão de receita a existência de valores creditados em conta de depósito mantida em instituição financeira, em relação aos quais a contribuinte, regularmente intimada, não comprove, mediante documentação hábil e idônea, a origem dos recursos utilizados nessas operações.
PRESUNÇÃO LEGAL. ÔNUS DA PROVA.
A presunção legal tem o condão de inverter o ônus da prova, transferindo-o para o contribuinte, que pode refutá-la mediante oferta de provas hábeis e idôneas.
ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL
Ano-calendário: 2006
RESPONSABILIDADE SOLIDÁRIA. QUESTIONAMENTO PELO
CONTRIBUINTE. IMPOSSIBILIDADE.
A contribuinte principal não possui legitimidade para pleitear, em nome dos responsáveis tributários, a exclusão dos seus nomes do polo passivo dos presentes lançamentos."
PIMACO AUTOADESIVOS LTDA,18470.731968/2012-52,2012,RECURSO VOLUNTARIO,1402-002.125,02/03/2016,FERNANDO BRASIL DE OLIVEIRA PINTO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário, nos termos do relatório e voto que passam a integrar o presente julgado. Vencidos os Conselheiros Leonardo Luis Pagano Gonçalves, Frederico Augusto Gomes de Alencar e Demetrius Nichele Macei, que votaram por dar provimento parcial ao recurso para cancelar a multa isolada.

(assinado digitalmente)
LEONARDO DE ANDRADE COUTO - Presidente
(assinado digitalmente)
FERNANDO BRASIL DE OLIVEIRA PINTO  Relator
Participaram da sessão de julgamento os conselheiros: Demetrius Nichele Macei, Frederico Augusto Gomes de Alencar, Fernando Brasil de Oliveira Pinto, Leonardo de Andrade Couto, Leonardo Luís Pagano Gonçalves e Paulo Mateus Ciccone.","Assunto: Contribuição Social sobre o Lucro Líquido - CSLL
Ano-calendário: 2007, 2008, 2009
LUCRO REAL. PAGAMENTO POR ESTIMATIVA. DATA DO FATO GERADOR.
Quando o contribuinte sujeito à apuração pelo lucro real opta pelo pagamento por estimativa, o fato gerador da CSLL ocorre no último dia do ano-calendário.
AMORTIZAÇÃO DO ÁGIO APÓS INCORPORAÇÃO. FALTA DE PROPÓSITO NEGOCIAL. DESVIO DE FINALIDADE.
A falta de propósito negocial demonstra o desvio de finalidade, e este, o abuso do direito de auto-organização, que é ato ilícito, logo torna indedutível a despesa com amortização do ágio.
IRPJ/CSLL. AMORTIZAÇÃO DO ÁGIO. ETAPA DE REESTRUTURAÇÃO INTERMEDIÁRIA. UTILIZAÇÃO DE SOCIEDADE VEÍCULO. ANTECIPAÇÃO DE EXCLUSÕES DO LUCRO REAL E BASE DE CÁLCULO DA CSLL. IMPOSSIBILIDADE.
A utilização de sociedade veículo, de curta duração, colimando atingir posição legal privilegiada, constitui prova da artificialidade daquela sociedade e das operações nas quais ela tomou parte, notadamente a antecipação de exclusões do lucro real e da base de cálculo da CSLL. A operação mediante incorporação intermediária, intragrupo, com o propósito eminentemente fiscal, deve ser desconsiderada para fins tributários.
MULTA ISOLADA POR FALTA DE RECOLHIMENTO DE ESTIMATIVAS. MULTA DE OFÍCIO PELA FALTA OU INSUFICIÊNCIA DE TRIBUTO. MATERIALIDADES DISTINTAS. NOVA REDAÇÃO DADA PELA MP 351/2007. APLICÁVEL À FALTA DE RECOLHIMENTO DAS ESTIMATIVAS A PARTIR DA COMPETÊNCIA DE DEZEMBRO DE 2006.
A partir do advento da MP 351/2007, convertida na Lei 11.488/2007 a multa isolada passa a incidir sobre o valor não recolhido da estimativa mensal independentemente do valor do tributo devido ao final do ano, cuja falta ou insuficiência, se apurada, estaria sujeita à incidência da multa de ofício. São duas materialidades distintas, uma refere-se ao ressarcimento ao Estado pela não entrada de recursos no tempo determinado e a outra pelo não oferecimento à tributação de valores que estariam sujeitos à mesma.
Recurso Voluntário Negado."
BRF S.A.,10983.721522/2012-28,2012,RECURSO DE OFÍCIO,1401-001.521,01/02/2016,FERNANDO LUIZ GOMES DE MATTOS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, DAR provimento PARCIAL ao recurso de ofício, para restabelecer parcialmente a exigência, sem a parcela correspondente à multa punitiva na sucessão, nos termos do relatório e voto que integram o presente julgado.



(assinado digitalmente)
Antonio Bezerra Neto - Presidente

(assinado digitalmente)
Fernando Luiz Gomes de Mattos - Relator.

Participaram da sessão de julgamento os conselheiros: Antonio Bezerra Neto (Presidente), Guilherme Adolfo dos Santos Mendes, Fernando Luiz Gomes de Mattos, Marcos de Aguiar Villas Boas, Ricardo Marozzi Gregorio e Aurora Tomazini Carvalho.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Período de apuração: 01/01/2007 a 31/12/2007
ATIVIDADE RURAL. DESCARACTERIZAÇÃO.
A aplicação de equipamentos e utensílios que contrastam com aqueles usualmente empregados nas atividades rurais descaracteriza a atividade de transformação de produtos decorrentes da atividade rural, para efeitos do Imposto de Renda Pessoa Jurídica e da Contribuição Social sobre o Lucro Líquido, devendo o registro dos rendimentos correspondentes constar como receitas da atividade geral.
DEPRECIAÇÃO ACELERADA INCENTIVADA. ATIVIDADE RURAL.
Constatado que a pessoa jurídica autuada desenvolve atividade tipicamente industrial, conclui-se que a mesma não se enquadrava na situação de gozo dos benefícios fiscais almejados (depreciação acelerada incentivada).
PROCESSO ADMINISTRATIVO FISCAL
SUCESSÃO EMPRESARIAL. RESPONSABILIDADE DO SUCESSOR. MULTAS PUNITIVAS. IMPOSSIBILIDADE
O sucessor é responsável apenas pelos tributos pertinentes ao fundo ou estabelecimento adquirido, não, porém, pela multa que, mesmo de natureza tributária, ostenta caráter punitivo (CTN, arts. 132 e 133)."
BANCO VOLKSWAGEN S.A.,16327.720505/2012-93,2012,RECURSO DE OFÍCIO,1402-002.073,20/01/2016,FREDERICO AUGUSTO GOMES DE ALENCAR,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em rejeitar a preliminar de nulidade e negar provimento ao recurso de ofício. Por maioria de votos, dar provimento parcial ao recurso voluntário para cancelar a multa isolada, vencidos Fernando Brasil de Oliveira Pinto e Leonardo de Andrade Couto. Vencidos em primeira votação os Conselheiros Leonardo Luis Pagano Gonçalves e Demetrius Nichele Macei que davam provimento em maior extensão para afastar a irregularidade referente à desmutualização.
(assinado digitalmente)
LEONARDO DE ANDRADE COUTO - Presidente.

(assinado digitalmente)
FREDERICO AUGUSTO GOMES DE ALENCAR - Relator.

Participaram da sessão de julgamento os conselheiros: LEONARDO DE ANDRADE COUTO, FERNANDO BRASIL DE OLIVEIRA PINTO, FREDERICO AUGUSTO GOMES DE ALENCAR, LEONARDO LUIS PAGANO GONÇALVES e DEMETRIUS NICHELE MACEI.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Data do fato gerador: 31/12/2008, 31/12/2009, 31/12/2010
DESMUTUALIZAÇÃO DE BOLSAS DE VALORES. DEVOLUÇÃO DE PATRIMÔNIO DE ASSOCIAÇÃO. SUJEIÇÃO À TRIBUTAÇÃO. AVALIAÇÃO PELO CUSTO DE AQUISIÇÃO.
A operação de desmutualização sob a forma de cisão parcial seguida de incorporação, não se faz possível, em razão do disposto no art. 61 do Código Civil de 2002, que veda a destinação de qualquer parcela do patrimônio de associações a entes com finalidade lucrativa. Sujeita-se à incidência do imposto de renda à alíquota de quinze por cento a diferença entre o valor em dinheiro ou o valor dos bens e direitos recebidos de instituição isenta, por pessoa física, a título de devolução de patrimônio, e o valor em dinheiro ou o valor dos bens e direitos que houver entregue para a formação do referido patrimônio.
MULTA ISOLADA E MULTA DE OFÍCIO PROPORCIONAL. CONCOMITÂNCIA. INAPLICABILIDADE.
É inaplicável a multa isolada por falta de recolhimento das estimativas quando há concomitância com a multa de oficio proporcional sobre o tributo devido no ajuste anual, mesmo após a vigência da nova redação do art. 44 da Lei 9.430/1996 dada pela Lei 11.488/2007.
PAGAMENTO MENSAL. ESTIMATIVA. DEDUÇÃO DO DEVIDO EM MESES ANTERIORES. POSSIBILIDADE.
O valor do imposto mensal pode ser reduzido ao montante correspondente à diferença positiva entre o imposto devido, calculado com base no lucro real do período em curso, e a soma do imposto de renda devido, correspondente aos meses do mesmo ano-calendário, anteriores àquele a que se refere o balanço ou balancete levantado.
JUROS DE MORA. MULTA DE OFÍCIO.
Os juros de mora são devidos sobre os tributos e a multa de ofício desde o seu lançamento.
DEMAIS TRIBUTOS (CSLL). MESMOS EVENTOS. DECORRÊNCIA.
A procedência do lançamento do Imposto de Renda Pessoa Jurídica implica manutenção da exigência fiscal decorrente dos mesmos fatos."
MANTOVANI TRANSPORTES EIRELI,10882.724325/2013-80,2013,RECURSO VOLUNTARIO,1301-001.931,01/03/2016,HELIO EDUARDO DE PAIVA ARAUJO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso, nos termos do relatorio e votos que integram o presente julgado. Houve sustentação oral proferida pelo Dr. Fernando Luiz da Gama Lobo D'Eça, OAB/SP Nº 66.899.


(documento assinado digitalmente)
Wilson Fernandes Guimarães - Presidente.


(documento assinado digitalmente)
Hélio Eduardo de Paiva Araújo - Relator.

EDITADO EM: 09/04/2016
Participaram da sessão de julgamento os conselheiros: Waldir Veiga Rocha, Hélio Eduardo de Paiva Araújo, Paulo Jakson da Silva Lucas, Gilberto Baptista (suplente convocado) e Wilson Fernandes Guimarães.","Assunto: Processo Administrativo Fiscal
Ano-calendário: 2009
INFORMAÇÕES BANCÁRIAS. UTILIZAÇÃO. QUEBRA DE SIGILO. INOCORRÊNCIA.
A utilização de informações bancárias obtidas junto às instituições financeiras constitui simples transferência à administração tributária e não quebra do sigilo bancário dos contribuintes, não havendo, pois, que se falar na necessidade de autorização judicial para o acesso, pela autoridade fiscal, a tais informações.
ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO
LANÇAMENTO DE OFÍCIO. DOLO. MULTA. 150%.
Em lançamento de ofício é devida multa qualificada de 150% calculada sobre a totalidade ou diferença do tributo que não foi pago ou recolhido quando demonstrada a presença de dolo na ação ou omissão do contribuinte.
INTIMAÇÃO FISCAL. ARQUIVOS DIGITAIS E SISTEMAS. FALTA DE APRESENTAÇÃO. MULTA DE OFÍCIO. MAJORAÇÃO EM 50%.
Deve ser majorada em 50% a multa de ofício proporcional ao crédito tributário lançado de ofício quando no respectivo procedimento fiscal, o contribuinte que utiliza sistemas de processamento eletrônico de dados, apesar de intimado, não apresenta os arquivos digitais e sistemas.
LANÇAMENTOS DECORRENTES. PIS. COFINS. CSLL.
O decidido quanto à infração que, além de implicar o lançamento de IRPJ, implica os lançamentos da contribuição para o Programa de Integração Social (PIS), da Contribuição Social para o Financiamento da Seguridade Social (COFINS) e da Contribuição Social sobre o Lucro Líquido (CSLL), também se aplica a estes outros lançamentos naquilo em que for cabível.
RESPONSABILIDADE TRIBUTÁRIA. PESSOA JURÍDICA SUCESSORA DE FATO.
Demonstrado nos autos por farta e robusta documentação, não descaracterizada pelos responsáveis regularmente cientificados do lançamento e de sua responsabilidade, que pessoa jurídica, de propriedade do sócio majoritário administrador, é sucessora de fato da autuada, mantém-se a responsabilização tributária apontada pela fiscalização.
SUCESSÃO. MULTA DE OFÍCIO. RESPONSABILIDADE.
A pessoa jurídica sucessora é responsável pelo crédito tributário da sucedida, respondendo tanto pelos tributos e contribuições como por eventual multa de ofício e demais encargos legais decorrentes de infração cometida pela empresa sucedida, mesmo que formalizados após a sucessão.
RESPONSABILIDADE TRIBUTÁRIA.
São pessoalmente responsáveis, mas não exclusivamente, pelos créditos correspondentes a obrigações tributárias resultantes de atos praticados com infração de lei, os mandatários, prepostos, empregados, bem como os diretores, gerentes ou representantes de pessoas jurídicas de direito privado.
ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA IRPJ
LUCRO PRESUMIDO. FALTA DE ESCRITURAÇÃO E DO LIVRO CAIXA. ARBITRAMENTO.
A pessoa jurídica optante pelo lucro presumido que não apresenta os livros e documentos da escrituração comercial e fiscal nem o livro Caixa com toda a movimentação financeira à autoridade fiscalizadora, deve ter o seu lucro calculado pelo método arbitramento.
DEPÓSITO BANCÁRIO. ORIGEM NÃO COMPROVADA. FALTA DE CONTABILIZAÇÃO. RECEITA OMITIDA.
Depósito bancário não escriturado, nem oferecido à tributação, cuja origem a contribuinte não comprova, deve ser considerado receita omitida."
COLUMBIAN CHEMICALS BRASIL LTDA,10845.722254/2011-65,2011,RECURSO ESPECIAL DO PROCURADOR,9101-002.213,03/02/2016,MARCOS AURELIO PEREIRA VALADAO,"Acordam os membros do colegiado, por voto de qualidade, em conhecer do Recurso Especial da Fazenda Nacional, vencidos os Conselheiros Cristiane Silva Costa, Luís Flávio Neto, Lívia De Carli Germano (Suplente Convocada), Ronaldo Apelbaum (Suplente Convocado) e Maria Teresa Martinez Lopez, votando o Conselheiro Rafael Vidal de Araújo pelas conclusões. Os Conselheiros Rafael Vidal de Araújo, Cristiane Silva Costa e Ronaldo Apelbaum (Suplente Convocado) apresentarão Declaração de Voto em relação ao conhecimento. Quanto ao mérito, por voto de qualidade, dar provimento ao recurso, vencidos os Conselheiros Cristiane Silva Costa, Luís Flávio Neto, Lívia De Carli Germano (Suplente Convocada), Ronaldo Apelbaum (Suplente Convocado) e Maria Teresa Martinez Lopez. Os Conselheiros Cristiane Silva Costa, Luís Flávio Neto e André Mendes Moura apresentarão declaração de voto em relação ao mérito","IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA - IRPJ
Ano-calendário: 2006, 2007, 2008, 2009, 2010
ÁGIO. INVESTIDA. REAIS INVESTIDORAS. INEXISTÊNCIA DE CONFUSÃO PATRIMONIAL. INDEDUTIBILIDADE. IRPJ. CSLL. Nos termos da legislação fiscal, é indedutível o ágio deduzido pela investida, em inexistindo a necessária confusão patrimonial com as suas reais investidoras."
COOPERATIVA A1,13982.000956/2003-06,2003,RECURSO ESPECIAL DO PROCURADOR,9101-002.224,03/02/2016,ADRIANA GOMES REGO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, não conhecer do Recurso Especial da Fazenda Nacional, vencido o Conselheiro Marcos Aurélio Pereira Valadão; por unanimidade de votos, conhecer do Recurso Especial do Contribuinte e, no mérito, por maioria de votos, dar provimento, vencidos os Conselheiros Adriana Gomes Rego (Relatora), André Mendes Moura e Carlos Alberto Freitas Barreto. Designado para redigir o voto vencedor quanto ao mérito o Conselheiro Rafael Vidal de Araújo.
(documento assinado digitalmente)
Carlos Alberto Freitas Barreto - Presidente
(documento assinado digitalmente)
Adriana Gomes Rêgo- Relatora
(documento assinado digitalmente)
Rafael Vidal de Araújo - Redator designado
Participaram da sessão de julgamento os conselheiros: Marcos Aurélio Pereira Valadão, Cristiane Silva Costa, Adriana Gomes Rêgo, Luis Flávio Neto, André Mendes de Moura, Lívia de Carli Germano (Suplente convocada), Rafael Vidal de Araújo, Ronaldo Apelbaum (Suplente convocado), Maria Tereza Martinez Lopes e Carlos Alberto Freitas Barreto.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2000, 2001, 2002, 2003
RECURSO ESPECIAL CONTRA DECISÃO QUE ADOTOU ENTENDIMENTO DE SÚMULA. MULTA DA ESTIMATIVA. CONCOMITÂNCIA.
Não cabe recurso especial contra decisão que tenha adotado entendimento objeto de súmula. De acordo com a Súmula CARF nº105, a multa isolada por falta de recolhimento de estimativas, lançada com fundamento no art. 44 § 1º, inciso IV da Lei nº 9.430, de 1996, não pode ser exigida ao mesmo tempo da multa de ofício por falta de pagamento de IRPJ e CSLL apurado no ajuste anual, devendo subsistir a multa de ofício.
MULTA DE OFÍCIO SOBRE VALORES CONFESSADOS NO PAES AO ABRIGO DA ESPONTANEIDADE. NÃO CABIMENTO.
Para fins de exclusão da espontaneidade, a indicação do tributo, do período e da matéria deve ser expressa, o que não ocorreu no presente caso (ADI SRF nº 05/2002). Além disso, os débitos de IRPJ em questão não foram apurados no contexto de um procedimento de ""verificações obrigatórias"", que consistiria no simples cotejamento entre os ""valores de IRPJ"" constantes da escrituração e os ""valores de IRPJ"" declarados. Não há como sustentar que a menção às ""verificações obrigatórias"" no MPF produziu o efeito de excluir a espontaneidade do contribuinte em relação a aspectos da ""apuração"" do IRPJ que vão muito além daquele tipo de procedimento fiscal."
TJ ADMINISTRADORA DE BENS LTDA,10983.721668/2012-73,2012,RECURSO ESPECIAL DO PROCURADOR,9101-002.268,03/03/2016,CRISTIANE SILVA COSTA,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, quanto à matéria de nulidade de lançamento, não conhecer do recurso, por maioria de votos, vencidos os Conselheiros Cristiane Silva Costa (Relatora), Marcos Aurélio Pereira Valadão, Adriana Gomes Rego e Rafael Vidal de Araújo. Designado para redigir o voto vencedor o Conselheiro André Mendes Moura. Quanto à matéria do recurso de ofício, não conhecer do recurso por maioria de votos, vencido o Conselheiro Rafael Vidal de Araújo.

(Assinado digitalmente)
CARLOS ALBERTO FREITAS BARRETO - Presidente.

(Assinado digitalmente)
CRISTIANE SILVA COSTA - Relatora.

(Assinado digitalmente)
ANDRÉ MENDES DE MOURA - Redator designado.

Participaram da sessão de julgamento os conselheiros Marcos Aurélio Pereira Valadão, Cristiane Silva Costa, Adriana Gomes Rego, Luís Flávio Neto, André Mendes de Moura, Livia De Carli Germano (Suplente Convocada), Rafael Vidal de Araújo, Daniele Souto Rodrigues Amadio (Suplente Convocada), Maria Teresa Martinez Lopes (Vice-Presidente) e Carlos Alberto Freitas Barreto (Presidente).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2002
NÃO CONHECIMENTO. DIVERGÊNCIA NÃO CARACTERIZADA.
Caso o recurso não demonstre divergência indicando até 2 (duas) decisões paradigmas, resta não atendido requisito de admissibilidade, razão pela qual não deve ser conhecido.
ASPECTO TEMPORAL. MATERIALIDADE. PARADIGMAS. INSUFICIÊNCIA DE MOTIVAÇÃO.
Incorreção do aspecto temporal implica em vício de ordem material, situação distinta dos acórdãos paradigmas apresentados, que tratam de vícios sanáveis, que não prejudicaram a compreensão da defesa e não consistiram em afronta à legalidade do lançamento."
SANTANDER S.A. - CORRETORA DE CAMBIO E TITULOS,16327.001201/2009-28,2009,RECURSO ESPECIAL DO PROCURADOR,9101-002.249,01/03/2016,ADRIANA GOMES REGO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, Recurso Especial da Fazenda Nacional conhecido por unanimidade de votos e, no mérito, dado provimento por maioria de votos, vencidos os Conselheiros Cristiane Silva Costa, Luís Flávio Neto, Lívia De Carli Germano (Suplente Convocada) e Daniele Souto Rodrigues Amadio (Suplente Convocada). Declarou-se impedida de participar do julgamento, a Conselheira Maria Teresa Martinez Lopez. O Conselheiro Luís Flávio Neto apresentará declaração de voto.

(Assinado digitalmente)
Carlos Alberto Freiras Barreto - Presidente
(Assinado digitalmente)
Adriana Gomes Rêgo - Relatora

Participaram da sessão de julgamento, os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, CRISTIANE SILVA COSTA, ADRIANA GOMES REGO, LUÍS FLÁVIO NETO, ANDRE MENDES DE MOURA, LIVIA DE CARLI GERMANO (Suplente Convocada), RAFAEL VIDAL DE ARAÚJO, DANIELE SOUTO RODRIGUES AMADIO (Suplente Convocada), MARIA TERESA MARTINEZ LOPEZ E CARLOS ALBERTO FREITAS BARRETO.","Assunto: Contribuição Social sobre o Lucro Líquido - CSLL
Ano-calendário: 2007
LANÇAMENTOS REFLEXOS OU DECORRENTES.
Pela íntima relação de causa e efeito, aplica-se o decidido ao lançamento principal ou matriz de IRPJ também ao lançamento reflexo ou decorrente de CSLL.
Recurso Especial do Procurador Provido."
PIONEER CORRETORA DE CAMBIO LTDA - EM LIQUIDACAO,16327.000790/2007-65,2007,RECURSO ESPECIAL DO PROCURADOR,9101-002.253,02/03/2016,ADRIANA GOMES REGO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, Recurso Especial da Fazenda Nacional não conhecido por unanimidade de votos. Ausente, justificadamente, a Conselheira Cristiane Silva Costa.
(Assinado digitalmente)
Carlos Alberto Freiras Barreto - Presidente
(Assinado digitalmente)
Adriana Gomes Rêgo - Relatora
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, CRISTIANE SILVA COSTA, ADRIANA GOMES REGO, LUÍS FLÁVIO NETO, ANDRE MENDES DE MOURA, LIVIA DE CARLI GERMANO (Suplente Convocada), RAFAEL VIDAL DE ARAÚJO, RONALDO APELBAUM (Suplente Convocado), MARIA TERESA MARTINEZ LOPEZ E CARLOS ALBERTO FREITAS BARRETO.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário:2002
Ementa:
NORMAS GERAIS. PENALIDADES. MULTA QUALIFICADA.
Acolhidos os efeitos infringentes aos embargos de declaração, determinando alteração substancial na conclusão do julgamento anterior, surge a pretensão de interposição de novo recurso pela parte sucumbente. Não o fazendo, consuma-se a perda do interesse no recurso especial proposto anteriormente à interposição dos embargos declaratórios apresentados pela parte vencedora.
Recurso Especial do Procurador Não Conhecido."
PETROLEO BRASILEIRO S A PETROBRAS,12897.000088/2009-48,2009,RECURSO ESPECIAL DO CONTRIBUINTE,9101-002.247,01/03/2016,MARCOS AURELIO PEREIRA VALADAO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, Recurso Especial do Contribuinte não conhecido por voto de qualidade, vencidos os Conselheiros Marcos Aurélio Pereira Valadão (Relator), Cristiane Silva Costa, Luís Flávio Neto, Daniele Souto Rodrigues Amadio (Suplente Convocada) e Maria Teresa Martinez Lopez. Designada para redigir o voto vencedor a Conselheira Adriana Gomes Rego, nos termos do relatório e votos que integram o presente julgado.
(Assinado digitalmente)
Carlos Alberto Freiras Barreto - Presidente
(Assinado digitalmente)
Marcos Aurélio Pereira Valadão - Relator
(Assinado digitalmente)
Adriana Gomes Rêgo - Relatora - Redatora Designada
EDITADO EM: 14/03/2016
Participaram da sessão de julgamento os conselheiros: MARCOS AURÉLIO PEREIRA VALADÃO, CRISTIANE SILVA COSTA, ADRIANA GOMES REGO, LUÍS FLÁVIO NETO, ANDRE MENDES DE MOURA, LIVIA DE CARLI GERMANO (Suplente Convocada), RAFAEL VIDAL DE ARAÚJO, DANIELE SOUTO RODRIGUES AMADIO (Suplente Convocada), MARIA TERESA MARTINEZ LOPEZ E CARLOS ALBERTO FREITAS BARRETO.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2007
RECURSO DE DIVERGÊNCIA. AUSÊNCIA DE DIVERGÊNCIA.
Para que haja divergência passível de uniformização pela Câmara Superior de Recursos Fiscais, é necessário que as decisões contrapostas curvem-se sobre situações fáticas similares e apliquem a mesma legislação, com interpretações distintas, de modo a obter resultados distintos.
Recurso Especial do Contribuinte Não Conhecido."
PETROLEO BRASILEIRO S A PETROBRAS,11052.000418/2010-16,2010,RECURSO ESPECIAL DO CONTRIBUINTE,9101-002.246,01/03/2016,MARCOS AURELIO PEREIRA VALADAO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado em não conhecer do Recurso Especial do Contribuinte por maioria de votos, vencidos os Conselheiros Cristiane Silva Costa, Luís Flávio Neto, Daniele Souto Rodrigues Amadio (Suplente Convocada) e Maria Teresa Martinez Lopez. A Conselheira Cristiane Silva Costa apresentará Declaração de Votos.

(Assinado digitalmente)
CARLOS ALBERTO FREITAS BARRETO - Presidente.
(Assinado digitalmente)
MARCOS AURÉLIO PEREIRA VALADÃO - Relator.
(Assinado digitalmente)
EDITADO EM: 23/03/2016
Participaram da sessão de julgamento os conselheiros: CARLOS ALBERTO FREITAS BARRETO (Presidente), MARIA TERESA MARTÍNEZ LÓPEZ (Vice-Presidente), MARCOS AURÉLIO PEREIRA VALADÃO, CRISTIANE SILVA COSTA, ADRIANA GOMES REGO, LUÍS FLÁVIO NETO, ANDRE MENDES DE MOURA, LIVIA DE CARLI GERMANO (Suplente Convocada), RAFAEL VIDAL DE ARAÚJO, DANIELE SOUTO RODRIGUES AMADIO (Suplente Convocada).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2008
CONHECIMENTO. PRESSUPOSTOS.
Não deve ser conhecido recurso especial quando o paradigma validamente apresentado não guardar similitude fática com a matéria discutida no acórdão recorrido."
FIBRIA CELULOSE S/A,16561.720151/2012-12,2012,RECURSO ESPECIAL DO CONTRIBUINTE,9101-002.172,18/01/2016,MARCOS AURELIO PEREIRA VALADAO,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por maioria de votos, em conhecer o Recurso Especial do Contribuinte, vencidos os Conselheiros Rafael Vidal de Araújo e Carlos Alberto Freitas Barreto e, no mérito, pelo voto de qualidade, negar provimento ao Recurso Especial do Contribuinte, vencidos os Conselheiros Cristiane Silva Costa, Luís Flávio Neto, Lívia De Carli Germano (Suplente Convocada), Ronaldo Apelbaum (Suplente Convocado) e Maria Teresa Martinez Lopez. Os Conselheiros Luís Flávio Neto e Lívia De Carli Germano (Suplente Convocada) apresentarão declaração de voto.
(Assinado digitalmente)
CARLOS ALBERTO FREITAS BARRETO - Presidente.
(Assinado digitalmente)
MARCOS AURÉLIO PEREIRA VALADÃO - Relator.
(Assinado digitalmente)
EDITADO EM: 26/02/2016
Participaram da sessão de julgamento os conselheiros: Carlos Alberto Freitas Barreto (Presidente), Maria Teresa Martínez López (Vice-Presidente), Marcos Aurélio Pereira Valadão, Cristiane Silva Costa, Adriana Gomes Rego, Luís Flávio Neto, André Mendes de Moura, Livia De Carli Germano (Suplente Convocada), Rafael Vidal de Araújo e Ronaldo Apelbaum (Suplente Convocado).","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2007
PERMUTA DE PARTICIPAÇÕES SOCIETÁRIAS. RECEBIMENTO DE VALOR SUPERIOR AO ENTREGUE. APURAÇÃO DE GANHO DE CAPITAL TRIBUTÁVEL. CABIMENTO.
Na hipótese de permuta de participações societárias, entre pessoas jurídicas, em que ocorre recebimento de valor superior ao entregue, é cabível a apuração de ganho de capital tributável, salvo nas hipóteses expressamente previstas em lei."
